Id,outlier_feature,feature_value,p99_threshold,SalePrice,GrLivArea,LotArea,TotalBsmtSF,1stFlrSF,GarageArea,OverallQual,Neighborhood
1385,PoolArea,0.0,0.0,105000,1258,9060,560,698,280,6,Edwards
1386,PoolArea,0.0,0.0,125500,1154,5436,796,796,240,4,IDOTRR
1392,PoolArea,0.0,0.0,124000,1584,8944,1584,1584,792,5,NAmes
1393,PoolArea,0.0,0.0,123000,900,7838,864,900,288,5,NAmes
1401,PoolArea,0.0,0.0,120000,1158,6000,862,950,208,6,BrkSide
1405,PoolArea,0.0,0.0,105000,1214,10410,672,694,936,3,OldTown
1408,PoolArea,0.0,0.0,112000,833,8780,833,833,0,5,Mitchel
1409,PoolArea,0.0,0.0,125500,1363,7740,622,741,528,4,OldTown
1413,PoolArea,0.0,0.0,90000,1040,7200,0,1040,420,4,NAmes
1417,PoolArea,0.0,0.0,122500,2290,11340,777,1246,560,4,OldTown
1419,PoolArea,0.0,0.0,124000,1144,9204,1144,1144,336,5,NAmes
1422,PoolArea,0.0,0.0,127500,1069,4043,1069,1069,440,6,NPkVill
1429,PoolArea,0.0,0.0,119000,804,7200,788,804,240,5,OldTown
1433,PoolArea,0.0,0.0,64500,968,10800,656,968,216,4,OldTown
1437,PoolArea,0.0,0.0,120500,864,9000,864,864,528,4,NAmes
1444,PoolArea,0.0,0.0,121000,952,8854,952,952,192,6,BrkSide
1446,PoolArea,0.0,0.0,129000,913,8400,814,913,240,6,Sawyer
1449,PoolArea,0.0,0.0,112000,1346,11767,560,796,384,4,Edwards
1450,PoolArea,0.0,0.0,92000,630,1533,630,630,0,5,MeadowV
1454,PoolArea,0.0,0.0,84500,1140,17217,1140,1140,0,5,Mitchel
393,MiscVal,1200.0,700.0,106500,882,8339,0,882,294,5,NAmes
440,MiscVal,800.0,700.0,110000,1196,12354,684,684,528,6,Edwards
706,MiscVal,3500.0,700.0,55000,1092,5600,0,372,0,4,IDOTRR
891,MiscVal,2000.0,700.0,122900,924,8064,672,672,576,5,NAmes
