,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MSSubClass,MSZoning,Street,Alley,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,MiscFeature,SaleType,SaleCondition
Exterior1st,0.0815338577344317,0.1335754910232153,0.20003642108761197,0.1893845590186176,0.3506278409783113,0.09499693719607569,0.2974565125951604,0.13550004359856635,0.15012123358636376,0.21293815829394047,0.14673217573249844,0.2656785002237212,0.29009597593102115,0.09298902783987653,0.17386129365468095,0.27965820200865416,0.11459617795746718,0.1269284135574876,0.18974464912618913,0.0848566405429464,0.12675861956559575,0.19274970165638441,0.1779027695946198,0.0,0.2070858962189573,0.11640013100388628,0.0,0.052397638771142944,0.2884286463684069,0.07241938118548034,0.022503250767393717,0.1626951475189795,0.16023111847012078,0.13808456484777754,0.18639075325887583,1.0,0.7588837555227448,0.22250523038074427,0.3145968637501217,0.13403781381957164,0.3487930702286513,0.1778397150198274,0.19344593395827384,0.0,0.11891720576873295,0.1735262140373601
Exterior2nd,0.09326140438300039,0.11641364436205076,0.19345387970817024,0.16928717470508792,0.35524866269448563,0.06734675664441665,0.28370358853609423,0.1068854907800629,0.14629995518353203,0.2111319968684352,0.11889239111536885,0.2654088133554887,0.2842863367249096,0.08651556237238048,0.13861754613969832,0.2725293257270107,0.09642190697586465,0.09865115657477126,0.1744935556095828,0.14383572543653447,0.10888820085362592,0.20298881369895896,0.1862857172525355,0.0,0.20132361646399682,0.12088313393083326,0.0,0.07575120414034028,0.31741168250307866,0.07933111858771127,0.0,0.18671039290144317,0.16677399638403012,0.15967997482195329,0.11567128650008592,0.7588837555227446,1.0,0.21387730143140718,0.3139557986564106,0.17444576891366512,0.33041494729632487,0.15515177611044387,0.19366736589715267,0.0,0.11717520301104979,0.16416618587583678
MasVnrType,0.06845808301359707,0.04689417903574874,0.27804736835738675,0.1660580461768824,0.24445738907951725,0.06312233903063691,0.25213537332594665,0.05879373270206351,0.12600469255936944,0.19809386029977608,0.07144090967312439,0.15242185477975884,0.2213356437182606,0.16831352039049788,0.20003331243275269,0.2183764712547447,0.12127409126114075,0.1087131861022712,0.14715955159167982,0.0,0.07621739987398614,0.2277240789223461,0.09824786430902234,0.0,0.09246888389298155,0.08775049956020058,0.0,0.0,0.3801628307878986,0.04647390269475017,0.0,0.08926975814753259,0.16305291370066688,0.12996649509235755,0.05077391200840297,0.2225052303807443,0.21387730143140718,1.0,0.20746386293942437,0.0,0.17762877747962094,0.07746217991474844,0.22975284719968045,0.0284044507356782,0.18527223653196417,0.1954779162722052
Foundation,0.11655586044478126,0.049531621953552867,0.2905883259407537,0.25566335501375015,0.3711313653544065,0.12293833444038282,0.5313786533585609,0.41734616277159503,0.40970826686928,0.4544695320278278,0.3695013179368189,0.2925326512608877,0.3429920934721202,0.10106565265676781,0.11488746373313453,0.3074979990161397,0.19216034536103552,0.1359668740991605,0.23614375926724104,0.0,0.13587474134451463,0.3594759613915931,0.22361688453801165,0.044165139639137055,0.22237485466236623,0.100455289834647,0.0,0.0425030573080299,0.41726579479369835,0.08017900432352812,0.03529267413129166,0.18842675101385362,0.21595384868036607,0.09181771938575346,0.0,0.31459686375012164,0.31395579865641055,0.20746386293942437,1.0,0.2162877075326771,0.3650052289664241,0.1610708188408383,0.23488265877537912,0.08388821461044692,0.1496002363367856,0.15771508795505704
Heating,0.025131688849695688,0.0,0.16707107676712726,0.09156778842121824,0.04244413475039537,0.046196124395779276,0.17865004755048128,0.18722772721985428,0.17406732360084967,0.16450872542725967,0.15009295781380497,0.23856825068211016,0.15469603281270208,0.06102608122910149,0.0,0.10894789933956231,0.12695657903985816,0.16771903093614673,0.1471630886347484,0.0,0.0,0.14998623855463528,0.05454986484779593,0.0,0.12267368280073694,0.0,0.0,0.0,0.05376103359944166,0.0,0.0,0.1072174432041954,0.1413104046337437,0.0,0.0,0.13403781381957167,0.17444576891366512,0.0,0.21628770753267715,1.0,0.46082018587963575,0.11499771417204317,0.09508009828396344,0.0,0.06410208448157761,0.0
CentralAir,0.10763834997820222,0.0,0.37393776581068566,0.31469190387867385,0.2783332476248463,0.19981886783759284,0.2836891730459028,0.31526801354060957,0.21100612181582898,0.2593302894192936,0.19854720565618408,0.37867709692303625,0.3426753611822075,0.08843859507937299,0.19583597292607552,0.3255466712230759,0.3195320821663678,0.3527881390513918,0.3356354439412285,0.0,0.0,0.4343471834895401,0.2966006633598611,0.06480042686034755,0.20104246242479612,0.12828063847530188,0.0,0.0631257909058153,0.382148007883311,0.040244417692628216,0.06849937276057526,0.28859666000248346,0.23323934503504248,0.05501857114985149,0.0,0.3487930702286513,0.33041494729632487,0.17762877747962094,0.3650052289664241,0.46082018587963575,1.0,0.42044494153118317,0.36028338835270113,0.04089243061117707,0.12774693662551212,0.11282214344809922
Electrical,0.10991621996618935,0.0,0.14007500509846507,0.23953299167240538,0.136462810818714,0.12579022704423581,0.1984603337505896,0.3775144411115113,0.10631712845188412,0.12064099309535936,0.07075932780363185,0.14482859025697928,0.20072040301778066,0.19503867751606424,0.05187916550453988,0.14731242784776774,0.3065716811349338,0.21048816846013435,0.19118222555928224,0.0,0.0,0.16171810222256286,0.09987636216820416,0.0,0.12827816102737785,0.04484537749207074,0.08085582561626893,0.0,0.16613128084833842,0.014935779623155912,0.0,0.07650380848770856,0.10698172828553161,0.0,0.0,0.17783971501982737,0.15515177611044384,0.07746217991474844,0.1610708188408383,0.11499771417204317,0.42044494153118317,1.0,0.11567529181814898,0.0,0.0,0.14031936372545795
GarageType,0.14284319005768634,0.1088511489387366,0.22372568554514924,0.16631922741807184,0.28847829697896676,0.1129683043148976,0.24224759933280104,0.11298538744519843,0.13862572852955068,0.15553020574948934,0.07748130663643245,0.15857273593472015,0.26502941793066637,0.1419859158998717,0.18079993464575433,0.6849249086417131,0.45912163855049315,0.4596704726775075,0.2882999981571759,0.0,0.07570509313252437,0.331297251911276,0.21131909677644295,0.22311777307186223,0.1980417436043522,0.11591385922316882,0.21886680540220574,0.05668721703820788,0.2989133417962174,0.0893175235950179,0.09532523110964823,0.1770469848646041,0.2011070435606935,0.06770667172700104,0.0,0.1934459339582738,0.19366736589715267,0.22975284719968045,0.23488265877537912,0.09508009828396344,0.36028338835270113,0.11567529181814898,1.0,0.030658208053362425,0.10032664896169728,0.13955564930831482
MiscFeature,0.0,0.0,0.0,0.01723371024256798,0.11164989859512839,0.08510425902296175,0.052940158252744174,0.024249301040809322,0.04150143547966065,0.06886440817934401,0.08529624343612636,0.03196507768170447,0.0733278516069263,0.09020843333301747,0.010369904140338133,0.036156223155565784,0.01121878474901504,0.02118350465406867,0.04448314638890501,0.40521109332327193,0.05623667615263898,0.17932999757581053,0.0,0.15798348654887354,0.0,0.0,0.0,0.0,0.0,0.0752953028286327,0.34794175524474535,0.06575939170245303,0.0,0.2455928940794008,0.0,0.0,0.0,0.0284044507356782,0.08388821461044693,0.0,0.040892430611177075,0.0,0.030658208053362425,1.0,0.0,0.0
SaleType,0.0,0.0,0.16191443174642267,0.10421709512989019,0.2601498383368014,0.09026113558020624,0.21103766315288153,0.07242360702197717,0.09142104620211372,0.09373848010589006,0.05440302186565435,0.13162039346315463,0.209126374382579,0.0211217116136124,0.1254776860962023,0.1706617841977607,0.02445794421414596,0.0428707216390092,0.06950451114674722,0.0,0.05646677288021284,0.09047642333902636,0.15090266930216445,0.11088637128012481,0.03554875211689049,0.030261501391107688,0.13082383355748142,0.0,0.16946106182924722,0.03396117729691973,0.0,0.09823423823443674,0.054888579838913494,0.0,0.0,0.11891720576873295,0.11717520301104976,0.18527223653196417,0.14960023633678562,0.06410208448157763,0.12774693662551212,0.0,0.10032664896169728,0.0,1.0,0.47081875888550223
SaleCondition,0.0019230202704832282,0.03762807517290268,0.15183132468976618,0.11578666533047177,0.23567872558127434,0.0513784320375651,0.2248110768095202,0.09361757848970101,0.11140256067460864,0.12069646929522687,0.06584734535796231,0.14905959945649822,0.2115616471971871,0.0283817751114074,0.12011780718313865,0.1862958320045301,0.08422633328337582,0.08666037577477287,0.10569832653263615,0.11145611534266311,0.07173385934414946,0.15190026077333812,0.1360650330403876,0.09945753252106818,0.06461431428863265,0.1071764628508677,0.07615343305876256,0.03411381004782858,0.2194491568649254,0.0,0.0,0.15316592391601522,0.0856808608773174,0.08816586077495925,0.05654736703880836,0.1735262140373601,0.16416618587583678,0.1954779162722052,0.15771508795505704,0.0,0.11282214344809922,0.14031936372545795,0.13955564930831485,0.0,0.47081875888550223,1.0
