Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,LivingPlusBasementSF,TotalPorchSF,OutdoorSF,TotalBath,HouseAge,RemodAge,IsNewHouse,IsRemodeled,HasGarageYrBlt,GarageAge,HasGarage,HasBasement,HasFireplace,HasPool,HasMasVnr,HasWoodDeck,HasOpenPorch,HasScreenPorch,Has3SsnPorch,HasMiscFeature,HasFence,HasAlley,ExteriorMatched,ExterQual_Ord,ExterCond_Ord,BsmtQual_Ord,BsmtCond_Ord,BsmtExposure_Ord,BsmtFinType1_Ord,BsmtFinType2_Ord,HeatingQC_Ord,KitchenQual_Ord,Functional_Ord,FireplaceQu_Ord,GarageFinish_Ord,GarageQual_Ord,GarageCond_Ord,PavedDrive_Ord,PoolQC_Ord,Fence_Ord,LotShape_Ord,LandSlope_Ord,ExteriorQualityScore,KitchenQualityScore,BasementQualityScore,BasementFinishScore,GarageQualityScore,LuxuryQualityScore,OverallQual_x_TotalSF,OverallQual_x_GrLivArea,OverallQual_x_TotalBath,KitchenQual_Ord_x_GrLivArea,ExterQual_Ord_x_GrLivArea,BsmtQual_Ord_x_TotalBsmtSF,GarageFinish_Ord_x_GarageArea,GarageQual_Ord_x_GarageArea,Neighborhood_TE,Neighborhood_TE_Centered,MSSubClass_TE,MSSubClass_TE_Centered,Exterior1st_TE,Exterior1st_TE_Centered,Exterior2nd_TE,Exterior2nd_TE_Centered,Foundation_TE,Foundation_TE_Centered,HouseStyle_TE,HouseStyle_TE_Centered,SaleCondition_TE,SaleCondition_TE_Centered,GarageType_TE,GarageType_TE_Centered,Neighborhood_OverallQual_TE,Neighborhood_OverallQual_TE_Centered,Neighborhood_MSSubClass_TE,Neighborhood_MSSubClass_TE_Centered,Neighborhood_HouseStyle_TE,Neighborhood_HouseStyle_TE_Centered,MSSubClass_OverallQual_TE,MSSubClass_OverallQual_TE_Centered,Exterior1st_OverallQual_TE,Exterior1st_OverallQual_TE_Centered,Exterior2nd_OverallQual_TE,Exterior2nd_OverallQual_TE_Centered,Foundation_OverallQual_TE,Foundation_OverallQual_TE_Centered,GarageType_OverallQual_TE,GarageType_OverallQual_TE_Centered,NeighborhoodPriceTier_Ord,NeighborhoodPriceTier,IsPremiumNeighborhood,IsLowPriceNeighborhood,OverallQual_x_Neighborhood_TE,OverallQual_x_Neighborhood_TE_Centered,OverallCond_x_Neighborhood_TE,OverallCond_x_Neighborhood_TE_Centered,ExterQual_Ord_x_Neighborhood_TE,ExterQual_Ord_x_Neighborhood_TE_Centered,KitchenQual_Ord_x_Neighborhood_TE,KitchenQual_Ord_x_Neighborhood_TE_Centered,BsmtQual_Ord_x_Neighborhood_TE,BsmtQual_Ord_x_Neighborhood_TE_Centered,GarageFinish_Ord_x_Neighborhood_TE,GarageFinish_Ord_x_Neighborhood_TE_Centered,GarageQual_Ord_x_Neighborhood_TE,GarageQual_Ord_x_Neighborhood_TE_Centered,FireplaceQu_Ord_x_Neighborhood_TE,FireplaceQu_Ord_x_Neighborhood_TE_Centered,Neighborhood_TE_x_GrLivArea,Neighborhood_TE_x_TotalSF,Neighborhood_TE_x_LivingPlusBasementSF,Neighborhood_TE_x_TotalBsmtSF,Neighborhood_TE_x_1stFlrSF,Neighborhood_TE_x_2ndFlrSF,Neighborhood_TE_x_GarageArea,Neighborhood_TE_x_GarageCars,Neighborhood_TE_x_TotalBath,Neighborhood_TE_x_TotalPorchSF,Neighborhood_TE_x_OutdoorSF,Neighborhood_TE_x_LotArea,Neighborhood_TE_x_LotFrontage,PremiumNeighborhoodLargeHouse,PremiumNeighborhoodHighQuality,LowPriceNeighborhoodLargeHouse,LowPriceNeighborhoodLowQuality,LargeHighQualityHouse,LargeLowQualityHouse
576,50,RL,80.0,8480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,390,832,GasA,TA,Y,SBrkr,832,384,0,1216,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1947.0,Unf,1,336,TA,TA,Y,158,0,102,0,0,0,None,None,None,0,10,2008,COD,Abnorml,2048,2048,102,260,1.0,61,58,0,1,1,61.0,1,1,0,0,0,1,0,0,0,0,0,0,1,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,7.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,7.0,4.0,7.0,10.0,10240,6080,5.0,3648.0,3648.0,2496.0,336.0,1008.0,11.879686712124498,-0.14432844355805052,11.845412963246257,-0.1786021924362906,11.877094483389408,-0.14692067229314,11.880098550889755,-0.14391660479279267,11.866070341473716,-0.15794481420883244,11.83928416575731,-0.18473098992523873,11.824385759653635,-0.1996293960289126,11.77405910706225,-0.24995604862029808,11.848456810674364,-0.17555834500818435,11.918303973951508,-0.10571118173104033,11.918303973951508,-0.10571118173104033,11.82260131075452,-0.2014138449280285,11.823881666825637,-0.2001334888569115,11.826561277874731,-0.19745387780781698,11.808270449725267,-0.215744705957281,11.765556306706022,-0.2584588489765256,1,mid,0,0,59.398433560622486,-0.7216422177902526,59.398433560622486,-0.7216422177902526,35.639060136373494,-0.43298533067415157,35.639060136373494,-0.43298533067415157,35.639060136373494,-0.43298533067415157,11.879686712124498,-0.14432844355805052,35.639060136373494,-0.43298533067415157,0.0,-0.0,14445.69904194339,24329.59838643097,24329.59838643097,9883.899344487581,9883.899344487581,4561.799697455807,3991.5747352738313,11.879686712124498,11.879686712124498,1211.7280446366988,3088.718545152369,100739.74331881574,950.3749369699598,0,0,0,0,0,0
577,50,RL,52.0,6292,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,861,861,GasA,Gd,Y,SBrkr,877,600,0,1477,0,1,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1,216,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,8,2009,WD,Normal,2338,2338,50,50,2.5,81,59,0,1,1,81.0,1,1,1,0,0,0,1,0,0,0,0,0,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,7.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,7.0,2.0,7.0,14.0,16366,10339,17.5,4431.0,4431.0,2583.0,216.0,648.0,11.927062778936234,-0.09695237674631407,11.840255635766374,-0.18375951991617434,11.850879767397709,-0.1731353882848392,11.84814774386522,-0.1758674118173289,11.767473879906158,-0.2565412757763905,11.840772129956584,-0.18324302572596451,12.002960114974218,-0.021055040708329642,11.78339226382424,-0.2406228918583082,12.027184346083619,0.003169190401070665,11.964578437113694,-0.05943671856885402,11.964578437113694,-0.05943671856885402,12.078041353481547,0.054026197798998865,12.083388888427615,0.05937373274506719,12.085043683420285,0.06102852773773648,12.039273332988142,0.015258177305593534,12.000498237216641,-0.023516918465906755,1,mid,0,0,83.48943945255364,-0.6786666372241985,83.48943945255364,-0.6786666372241985,35.781188336808704,-0.2908571302389422,35.781188336808704,-0.2908571302389422,35.781188336808704,-0.2908571302389422,11.927062778936234,-0.09695237674631407,35.781188336808704,-0.2908571302389422,47.708251115744936,-0.3878095069852563,17616.27172448882,27885.472777152914,27885.472777152914,10269.201052664097,10460.034057127077,7156.23766736174,2576.2455602502264,11.927062778936234,29.817656947340584,596.3531389468117,596.3531389468117,75045.07900506679,620.2072645046842,0,0,0,0,0,0
578,80,RL,96.0,11777,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328,ALQ,551,285,1164,GasA,Ex,Y,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2,564,TA,TA,Y,160,68,240,0,0,0,None,None,None,0,5,2006,WD,Abnorml,2484,2484,308,468,2.0,40,40,0,0,1,40.0,1,1,1,0,1,1,1,0,0,0,0,0,1,3.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,7.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,3.0,9.0,7.0,8.0,13.0,12420,6600,10.0,3960.0,3960.0,3492.0,1128.0,1692.0,11.859372516519642,-0.16464263916290633,12.027331780395695,0.003316624713146865,12.19569613437362,0.17168097869107157,12.199670444889481,0.17565528920693296,11.875926396174634,-0.1480887595079139,12.010445554853419,-0.013569600829129058,11.83714497214419,-0.1868701835383586,12.155045395084663,0.131030239402115,11.870332946226805,-0.1536822094557433,12.009357286585681,-0.01465786909686706,12.009357286585681,-0.01465786909686706,11.9846843647923,-0.039330790890248934,11.85760397348749,-0.16641118219505735,11.849212136506795,-0.17480301917575325,11.818357815531286,-0.20565734015126225,11.871315191115674,-0.1526999645668745,0,low,0,1,59.29686258259821,-0.8232131958145317,71.15623509911785,-0.987855834977438,35.578117549558925,-0.493927917488719,35.578117549558925,-0.493927917488719,35.578117549558925,-0.493927917488719,23.718745033039283,-0.32928527832581267,35.578117549558925,-0.493927917488719,23.718745033039283,-0.32928527832581267,15654.371721805926,29458.68133103479,29458.68133103479,13804.309609228863,15654.371721805926,0.0,6688.686099317078,23.718745033039283,23.718745033039283,3652.6867350880498,5550.186337731192,139667.83012705183,1138.4997615858856,0,0,0,1,0,0
579,160,FV,34.0,3604,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,689,689,GasA,Ex,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Gd,5,Typ,0,None,Detchd,2007.0,Unf,2,540,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,2,2008,WD,Abnorml,2081,2081,102,102,2.0,1,1,1,0,1,1.0,1,1,0,0,0,0,1,0,0,0,0,1,1,4.0,3.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,4.0,8.0,2.0,7.0,11.0,14567,9744,14.0,5568.0,5568.0,2756.0,540.0,1620.0,12.24184631197248,0.21783115628993244,11.854234687393909,-0.16978046828863924,12.20430002976972,0.18028487408717275,12.206929100189548,0.18291394450699983,12.256149669394658,0.23213451371210958,12.172426106542737,0.14841095086018896,11.820432584234494,-0.20358257144805414,11.776827173182905,-0.2471879824996428,12.14480492255673,0.12078976687418219,12.017600845211904,-0.0064143104706442244,12.165340182780977,0.14132502709842854,12.005892283586356,-0.018122872096192566,12.217961653809992,0.1939464981274437,12.21991858082771,0.19590342514516124,12.215441647457483,0.19142649177493531,12.007614094280095,-0.01640106140245301,3,premium,1,0,85.69292418380736,1.524818094029527,61.2092315598624,1.0891557814496622,48.96738524788992,0.8713246251597297,48.96738524788992,0.8713246251597297,48.96738524788992,0.8713246251597297,12.24184631197248,0.21783115628993244,36.72553893591744,0.6534934688697973,0.0,0.0,17040.650066265694,25475.282175214732,25475.282175214732,8434.63210894904,8606.017957316653,8434.63210894904,6610.59700846514,24.48369262394496,24.48369262394496,1248.668323821193,1248.668323821193,44119.61410834882,416.22277460706437,0,1,0,0,0,0
580,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,N,FuseF,1050,745,0,1795,0,0,2,0,4,1,TA,7,Typ,0,None,Attchd,1954.0,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,2845,2845,0,0,2.0,54,54,0,0,1,54.0,1,1,0,0,1,0,0,0,0,0,0,1,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,7.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,3.0,7.0,2.0,6.0,9.0,14225,8975,10.0,5385.0,5385.0,3150.0,352.0,704.0,11.7588523893796,-0.2651627663029483,11.84463354405411,-0.1793816116284379,11.882584377786374,-0.14143077789617386,11.885624865059109,-0.13839029062343933,11.76808710790833,-0.2559280477742174,11.84267203260776,-0.18134312307478773,12.008957060943915,-0.015058094738632732,12.159756173866384,0.1357410181838361,11.767203717183843,-0.2568114384987048,11.801200375134545,-0.22281478054800274,11.80982122715303,-0.21419392852951802,11.813075080375379,-0.2109400753071693,11.832978482417973,-0.19103667326457519,11.836358120245622,-0.18765703543692602,11.766731668384548,-0.2572834872980003,11.860268654124635,-0.16374650155791315,0,low,0,1,58.794261946898,-1.3258138315147416,58.794261946898,-1.3258138315147416,35.2765571681388,-0.795488298908845,35.2765571681388,-0.795488298908845,35.2765571681388,-0.795488298908845,11.7588523893796,-0.2651627663029483,23.5177047787592,-0.5303255326058967,0.0,-0.0,21107.14003893638,33453.93504778496,33453.93504778496,12346.79500884858,12346.79500884858,8760.345030087801,4139.116041061619,11.7588523893796,23.5177047787592,0.0,0.0,142870.05653096215,952.4670435397476,0,0,0,1,0,0
581,20,RL,73.0,14585,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,BLQ,594,Rec,219,331,1144,GasA,Ex,Y,SBrkr,1429,0,0,1429,0,1,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2,572,TA,TA,Y,216,110,0,0,0,0,None,None,None,0,6,2007,WD,Normal,2573,2573,110,326,1.5,47,20,0,1,1,47.0,1,1,1,0,1,1,1,0,0,0,0,0,1,3.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,7.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,6.0,4.0,7.0,7.0,7.0,15.0,15438,8574,9.0,5716.0,4287.0,3432.0,572.0,1716.0,11.877774405931575,-0.146240749750973,12.05551506169583,0.03149990601328234,11.859267739350203,-0.1647474163323448,11.862292330510257,-0.16172282517229064,11.876878571871982,-0.14713658381056582,11.991445739707371,-0.0325694159751766,12.001692228176193,-0.022322927506355228,12.159385589239047,0.13537043355649914,11.954144393064634,-0.06987076261791358,11.872826536887128,-0.15118861879541967,11.856730237180662,-0.16728491850188654,12.029236849185455,0.005221693502907243,11.923321742802262,-0.1006934128802861,11.910751036937492,-0.1132641187450556,11.957210395241242,-0.06680476044130579,12.022569359187028,-0.0014457964955205682,1,mid,0,0,71.26664643558945,-0.877444498505838,71.26664643558945,-0.877444498505838,35.633323217794725,-0.438722249252919,47.5110976237263,-0.584962999003892,35.633323217794725,-0.438722249252919,11.877774405931575,-0.146240749750973,35.633323217794725,-0.438722249252919,47.5110976237263,-0.584962999003892,16973.33962607622,30561.51354646194,30561.51354646194,13588.173920385721,16973.33962607622,0.0,6794.086960192861,23.75554881186315,17.816661608897363,1306.5551846524731,3872.1544563336934,173237.33971051202,867.077531633005,0,0,0,0,0,0
582,20,RL,98.0,12704,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,None,None,None,0,8,2009,New,Partial,4084,4084,90,90,2.5,1,0,1,1,1,0.0,1,1,1,0,1,0,1,0,0,0,0,0,1,5.0,3.0,5.0,3.0,1.0,1.0,1.0,5.0,5.0,7.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,8.0,5.0,9.0,2.0,8.0,17.0,32672,16336,20.0,10210.0,10210.0,10210.0,2780.0,4170.0,12.474873966380878,0.45085881069833,12.043452869163435,0.019437713480886742,12.192163352768985,0.16814819708643647,12.19589600127338,0.17188084559083272,12.249606289525985,0.22559113384343732,11.988927009296743,-0.03508814638580482,12.377452334620576,0.3534371789380284,12.152687662402823,0.12867250672027453,12.311225049384696,0.28720989370214767,12.418843449529376,0.39482829384682816,12.404597652805428,0.38058249712288017,12.379741204443047,0.3557260487604985,12.416288432586484,0.39227327690393565,12.414037019569188,0.3900218638866395,12.429357180652572,0.4053420249700235,12.415998101761007,0.39198294607845874,3,premium,1,0,99.79899173104702,3.60687048558664,62.37436983190439,2.25429405349165,62.37436983190439,2.25429405349165,62.37436983190439,2.25429405349165,62.37436983190439,2.25429405349165,24.949747932761756,0.90171762139666,37.424621899142636,1.35257643209499,49.89949586552351,1.80343524279332,25473.692639349752,50947.385278699505,50947.385278699505,25473.692639349752,25473.692639349752,0.0,17340.07481326942,37.424621899142636,31.187184915952194,1122.7386569742791,1122.7386569742791,158480.79886890267,1222.537648705326,1,1,0,0,1,0
583,90,RL,81.0,11841,Grvl,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816,Unf,0,0,816,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,None,None,0.0,None,0,0,None,None,Y,0,32,0,0,0,0,None,None,None,0,5,2007,WD,Normal,1632,1632,32,32,2.0,17,17,0,0,0,-1.0,0,1,0,0,1,0,1,0,0,0,0,0,1,3.0,4.0,4.0,3.0,3.0,6.0,1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,7.0,3.0,10.0,7.0,0.0,3.0,9792,4896,12.0,2448.0,2448.0,3264.0,0.0,0.0,11.762007741605421,-0.2620074140771269,11.851906285793223,-0.17210886988932472,11.96486708554618,-0.05914807013636825,11.985190461127619,-0.038824694554929096,11.875926396174634,-0.1480887595079139,11.874164192074256,-0.14985096360829253,12.006075029069725,-0.017940126612822738,11.60264650519368,-0.4213686504888674,11.945037956760652,-0.07897719892189592,11.950335665212766,-0.0736794904697824,12.005346067792322,-0.01866908789022581,11.970998242941194,-0.053016912741354005,11.988098532424678,-0.035916623257870484,12.001456441108088,-0.022558714574460126,11.959792216917926,-0.06422293876462248,11.884847029521058,-0.13916812616148988,0,low,0,1,70.57204644963252,-1.5720444844627615,58.81003870802711,-1.3100370703856346,35.28602322481626,-0.7860222422313807,35.28602322481626,-0.7860222422313807,47.048030966421685,-1.0480296563085076,0.0,-0.0,0.0,-0.0,0.0,-0.0,9597.798317150024,19195.596634300047,19195.596634300047,9597.798317150024,9597.798317150024,0.0,0.0,0.0,23.524015483210842,376.3842477313735,376.3842477313735,139273.93366834978,952.7226270700392,0,0,0,0,0,0
584,75,RM,75.0,13500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,None,None,None,0,7,2008,WD,Normal,4012,4012,502,607,3.5,115,8,0,1,1,20.0,1,1,1,0,0,1,1,0,0,0,0,0,1,5.0,5.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,7.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,4.0,3.0,10.0,4.0,7.0,2.0,8.0,16.0,40120,27750,35.0,11100.0,13875.0,3711.0,880.0,3520.0,11.744085883562297,-0.27992927212025087,12.015316482088323,-0.008698673594224715,11.852922332084002,-0.1710928235985456,11.851328955161712,-0.17268620052083605,11.7522531124618,-0.2717620432207486,11.956026161267014,-0.06798899441553452,12.004276862309863,-0.019738293372684623,11.778703824492304,-0.24531133119024418,12.072519381929947,0.04850422624739892,12.023261607904937,-0.0007535477776112742,11.97070073132166,-0.05331442436088807,12.072519381929947,0.04850422624739892,12.13836581182598,0.1143506561434311,12.072519381929947,0.04850422624739892,12.072519381929947,0.04850422624739892,12.072519381929947,0.04850422624739892,0,low,0,1,117.44085883562298,-2.7992927212025087,105.69677295206067,-2.519363449082258,58.72042941781149,-1.3996463606012544,46.97634353424919,-1.1197170884810035,35.23225765068689,-0.8397878163607526,11.744085883562297,-0.27992927212025087,46.97634353424919,-1.1197170884810035,46.97634353424919,-1.1197170884810035,32589.838326885376,47117.27256485193,47117.27256485193,14527.434237966561,17862.754628898256,14727.08369798712,10334.795577534822,23.488171767124594,41.10430059246804,5895.531113548273,7128.660131322315,158545.15942809102,880.8064412671723,0,0,1,0,1,0
585,50,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1935.0,Unf,1,240,TA,TA,Y,0,0,54,0,120,0,None,None,None,0,7,2009,WD,Normal,2457,2457,174,174,1.0,74,14,0,1,1,74.0,1,1,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,7.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,6.0,4.0,7.0,2.0,7.0,11.0,9828,6292,4.0,6292.0,4719.0,2652.0,240.0,720.0,11.770502075206918,-0.2535130804756296,11.84463354405411,-0.1793816116284379,11.775520160768686,-0.2484949949138624,11.798958865039737,-0.22505629064281152,11.76808710790833,-0.2559280477742174,11.84267203260776,-0.18134312307478773,12.008957060943915,-0.015058094738632732,11.780214191015702,-0.2438009646668462,11.851645558434406,-0.17236959724814227,11.92945167398113,-0.09456348170141737,11.92945167398113,-0.09456348170141737,11.839256951259546,-0.18475820442300162,11.866830534080584,-0.15718462160196367,11.879504592613003,-0.14451056306954513,11.755530127706958,-0.26848502797558993,11.686733770180865,-0.33728138550168296,0,low,0,1,47.082008300827674,-1.0140523219025184,82.39351452644843,-1.7745915633294072,35.311506225620754,-0.7605392414268888,47.082008300827674,-1.0140523219025184,35.311506225620754,-0.7605392414268888,11.770502075206918,-0.2535130804756296,35.311506225620754,-0.7605392414268888,0.0,-0.0,18514.999764300483,28920.123598783397,28920.123598783397,10405.123834482916,11641.026552379642,6873.97321192084,2824.9204980496606,11.770502075206918,11.770502075206918,2048.067361086004,2048.067361086004,72035.47270026634,600.2956058355528,0,0,0,1,0,0
586,20,RL,88.0,11443,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,None,None,None,0,3,2006,New,Partial,3896,3896,66,392,3.0,1,0,1,1,1,1.0,1,1,1,0,1,1,1,0,0,0,0,0,1,4.0,3.0,5.0,3.0,4.0,6.0,1.0,5.0,4.0,7.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,4.0,12.0,7.0,8.0,16.0,31168,16224,24.0,8112.0,8112.0,9340.0,1760.0,2640.0,12.21352895688992,0.18951380120737227,12.056168217004034,0.032153061321485765,12.19569613437362,0.17168097869107157,12.199670444889481,0.17565528920693296,12.257620780008153,0.23360562432560528,11.99987503814685,-0.02414011753569767,12.3900953717873,0.36608021610475205,12.155045395084663,0.131030239402115,12.176774287803882,0.15275913212133396,12.168001453963177,0.1439862982806286,12.177351870217997,0.15333671453544895,12.39133617528148,0.3673210195989327,12.419866423528317,0.3958512678457691,12.417646396396474,0.3936312407139262,12.441510184327793,0.417495028645245,12.415684904275745,0.3916697485931966,3,premium,1,0,97.70823165511936,1.5161104096589781,61.0676447844496,0.9475690060368613,48.85411582755968,0.7580552048294891,48.85411582755968,0.7580552048294891,61.0676447844496,0.9475690060368613,24.42705791377984,0.37902760241474454,36.640586870669765,0.5685414036221168,48.85411582755968,0.7580552048294891,24769.036724572758,47583.90881604313,47583.90881604313,22814.87209147037,24769.036724572758,0.0,10747.90548206313,36.640586870669765,36.640586870669765,806.0929111547348,4787.7033511008485,139759.41185369136,1074.790548206313,1,1,0,0,1,0
