analysis_group,column_name,P01,P01_P05_gap,P05,P25,P50,P75,P95,P95_P99_gap,P99,absence_like_zero,alternative_encoding,basic_type,binary_encoding_candidate,cardinality_categorical_family,cardinality_is_absence_related,cardinality_is_nominal,cardinality_is_ordinal,cardinality_level,cardinality_unique_count,cardinality_unique_ratio,categorical_family,category_match_ratio,center_stability,common_category_count,consistency_status,distribution_review,distribution_shape,distribution_zero_percentage,dominance_action,dominance_categorical_family,dominance_is_absence_related,dominance_is_nominal,dominance_is_ordinal,dominance_level,dominance_unique_count,drop_review_action,drop_review_cardinality_level,drop_review_categorical_family,drop_review_consistency_status,drop_review_dominance_level,drop_review_encoding_risk,drop_review_is_absence_related,drop_review_is_nominal,drop_review_is_ordinal,drop_review_missing_percentage,drop_review_missing_type,drop_review_rare_level,drop_review_rare_row_percentage,drop_review_test_only_category_count,drop_review_top_percentage,drop_review_unique_count,drop_review_unique_ratio,dtype,encoder_safety,encoding_hint,encoding_reason,encoding_risk,encoding_safety_action,feature_group,feature_type,final_action,final_cardinality_level,final_categorical_action,final_categorical_family,final_consistency_status,final_corrected_type,final_dominance_level,final_drop_review_action,final_encoding_method,final_encoding_risk,final_is_absence_related,final_is_nominal,final_is_ordinal,final_missing_handling,final_missing_percentage,final_missing_type,final_nominal_action,final_rare_level,final_review_reason,final_test_only_category_count,final_top_percentage,final_zero_percentage,frequency_encoding_candidate,gap_to_iqr_percentage,has_negative_or_sentinel_flag,has_rare_grouping_risk,has_unseen_test_category,imputation_candidate,imputation_hint,iqr,iqr_to_range_ratio,is_absence_related,is_constant,is_high_missing,is_id_like,is_missing_feature,is_near_constant,is_nominal,is_numeric_categorical,is_object_categorical,is_ordinal,is_zero_heavy_feature,kurtosis,lower_iqr_bound,lower_tail_gap,lower_tail_gap_percentage,lower_tail_label,mad,manual_note,mapped_category_count,mapping_available,mapping_status,max,mean,mean_median_gap,mean_median_gap_percentage,median,min,missing_count,missing_handling,missing_is_absence_related,missing_missing_count,missing_missing_percentage,missing_pandas_dtype,missing_percentage,missing_review,missing_status,missing_type,mode,mode_percentage,modeling_treatment,needs_center_review,needs_distribution_review,needs_percentile_review,needs_special_value_review,negative_count,negative_percentage,nominal_cardinality_level,nominal_consistency_status,nominal_dominance_action,nominal_dominance_level,nominal_encoding_hint,nominal_encoding_risk,nominal_encoding_safety_action,nominal_is_absence_related,nominal_missing_count,nominal_missing_percentage,nominal_pandas_dtype,nominal_rare_action,nominal_rare_category_count,nominal_rare_row_percentage,nominal_top_category,nominal_top_percentage,nominal_unique_count,nominal_unique_ratio,non_zero_count,non_zero_max,non_zero_mean,non_zero_median,non_zero_min,non_zero_percentage,ohe_column_estimate,one_hot_safe,ordinal_is_absence_related,ordinal_mapping_status,ordinal_missing_count,ordinal_missing_percentage,ordinal_unique_count,pandas_dtype,percentile_review,possible_availability_review,q1,q3,range,rare_action,rare_categorical_family,rare_categories,rare_category_count,rare_decision,rare_grouping_needed,rare_is_absence_related,rare_is_nominal,rare_is_ordinal,rare_level,rare_row_count,rare_row_percentage,rare_threshold_percentage,rare_unique_count,recommended_encoding,recommended_encoding_from_cardinality,review_reason,risk_score,robust_mad,sample_values,second_category,second_count,second_percentage,sentinel_count,sentinel_values_found,skewness,special_missing_count,special_missing_percentage,special_value_action,special_zero_count,special_zero_percentage,special_zero_status,spread_level,std,tail_behavior,target_encoding_candidate_later,target_gap_percentage,target_median_when_missing,target_median_when_not_missing,test_only_categories,test_only_category_count,test_only_row_count,test_only_row_percentage,test_skewness,test_unique_count,test_zero_percentage,top_category,top_count,top_percentage,train_only_categories,train_only_category_count,train_test_categorical_family,train_test_distribution,train_test_is_absence_related,train_test_is_nominal,train_test_is_ordinal,train_unique_count,transform_zero_percentage,transformation_candidate,unique_count,unique_ratio,unique_values,unknown_handling,unmapped_categories,unmapped_category_count,upper_iqr_bound,upper_tail_gap,upper_tail_gap_percentage,upper_tail_label,variance,zero_behavior,zero_count,zero_percentage
time,HouseAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_age,continuous age,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong engineered feature; older houses generally show lower SalePrice.,,,,,,,,,,,,,,,,,,,,,,numeric feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,RemodAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_age,continuous age,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recent remodeling appears related to higher SalePrice.,,,,,,,,,,,,,,,,,,,,,,numeric feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,GarageAge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_age,continuous age with missing,keep with HasGarageYrBlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GarageAge is useful but should be paired with HasGarageYrBlt due to missing garage year.,,,,,,,,,,,,,,,,,,,,,,numeric feature + garage indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,IsRemodeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_binary,binary indicator,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Useful remodel indicator, but weaker than IsNewHouse.",,,,,,,,,,,,,,,,,,,,,,binary feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,HasGarageYrBlt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_binary,binary indicator,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Useful garage presence signal.,,,,,,,,,,,,,,,,,,,,,,binary feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,IsNewHouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineered_binary,binary indicator,keep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New houses show clearly higher SalePrice.,,,,,,,,,,,,,,,,,,,,,,binary feature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
categorical,MSSubClass,,,,,,,,,,,frequency/count encoding,medium_cardinality,0.0,nominal,0.0,1.0,0.0,medium,15.0,0.0103,nominal,0.9375,,15.0,minor unseen test category,,,,keep,nominal,0.0,1.0,0.0,balanced,15.0,safe encoding needed,medium,nominal,minor unseen test category,balanced,medium,0.0,1.0,0.0,0.0,none,low rare impact,1.78,1.0,36.71,15.0,0.0103,,rare grouping + safe one-hot,,"Medium-cardinality nominal feature may create several columns, so rare grouping should be checked before OHE.",medium,use handle_unknown or unknown category,,,,medium,keep + safe unknown handling,nominal,minor unseen test category,categorical,balanced,safe encoding needed,rare grouping + one-hot encoding,medium,0.0,1.0,0.0,no missing handling needed,0.0,none,rare grouping before encoding,low rare impact,test-only unseen category exists,1.0,36.71,,1.0,,,0.0,1.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,int64,0.0,no review needed,no missing,none,,,,,,,,,,medium,minor unseen test category,keep,balanced,rare grouping + one-hot encoding,medium,use handle_unknown or unknown category,False,0.0,0.0,int64,rare grouping optional,3.0,1.78,20,36.71,15.0,0.0103,,,,,,,15.0,0.0,,not ordinal,,,,int64,,0.0,,,,rare grouping optional,nominal,"45, 180, 40",3.0,rare grouping optional,1.0,0.0,1.0,0.0,low rare impact,26.0,1.78,1.0,15.0,one-hot encoding after rare grouping,one-hot encoding after rare grouping,test-only unseen category exists,1.0,,"60, 20, 70, 50, 190",60,299.0,20.48,,,,,,,,,,,,,0.0,,,,150,1.0,1.0,0.07,,16.0,,20,536.0,36.71,,0.0,nominal,,0.0,1.0,0.0,15.0,,,15.0,0.0103,,group rare/unseen as Rare or use handle_unknown=ignore,,,,,,,,,,
categorical,MSZoning,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,5.0,0.0034,nominal,1.0,,5.0,perfect match,,,,keep but monitor,nominal,0.0,1.0,0.0,moderately dominated,5.0,keep,low,nominal,perfect match,moderately dominated,low,0.0,1.0,0.0,0.0,none,low rare impact,0.68,0.0,78.84,5.0,0.0034,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,moderately dominated,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,no major univariate drop risk,0.0,78.84,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,keep but monitor,moderately dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,rare grouping optional,1.0,0.68,RL,78.84,5.0,0.0034,,,,,,,5.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,C (all),1.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,10.0,0.68,1.0,5.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"RL, RM, C (all), FV, RH",RM,218.0,14.93,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,RL,1151.0,78.84,,0.0,nominal,,0.0,1.0,0.0,5.0,,,5.0,0.0034,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,Street,,,,,,,,,,,label encoding only if model-safe,binary,0.0,nominal,0.0,1.0,0.0,binary,2.0,0.0014,nominal,1.0,,2.0,perfect match,,,,review/drop candidate,nominal,0.0,1.0,0.0,near-constant,2.0,review before keeping,binary,nominal,perfect match,near-constant,low,0.0,1.0,0.0,0.0,none,low rare impact,0.41,0.0,99.59,2.0,0.0014,,safe one-hot/binary encoder,,Binary nominal feature can be encoded as 0/1 or one-hot encoded.,low,safe for encoding,,,,binary,keep but review,nominal,perfect match,object_dtype_columns,near-constant,review before keeping,binary 0/1 or one-hot,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,near-constant and not clearly absence-related,0.0,99.59,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,binary,perfect match,review/drop candidate,near-constant,binary 0/1 encoding or one-hot,low,safe for encoding,False,0.0,0.0,object,rare grouping optional,1.0,0.41,Pave,99.59,2.0,0.0014,,,,,,,2.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,Grvl,1.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,6.0,0.41,1.0,2.0,binary encoding / one-hot,binary encoding / one-hot,near-constant and not clearly absence-related,3.0,,"Pave, Grvl",Grvl,6.0,0.41,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,2.0,,Pave,1454.0,99.59,,0.0,nominal,,0.0,1.0,0.0,2.0,,,2.0,0.0014,,handle_unknown=ignore if one-hot,,,,,,,,,,
categorical,Alley,,,,,,,,,,,label encoding only if model-safe,binary,0.0,nominal,1.0,1.0,0.0,binary,2.0,0.0014,nominal,1.0,,2.0,perfect match,,,,review usefulness,nominal,1.0,1.0,0.0,highly dominated,2.0,keep,binary,nominal,perfect match,highly dominated,low,1.0,1.0,0.0,93.77,absence-related,no rare category,0.0,0.0,93.77,2.0,0.0014,,safe one-hot/binary encoder,,Binary nominal feature can be encoded as 0/1 or one-hot encoded.,low,safe for encoding,,,,binary,keep + encode,nominal,perfect match,object_dtype_columns,highly dominated,keep,binary 0/1 or one-hot,low,1.0,1.0,0.0,fill with None,93.77,absence-related,encode directly,no rare category,no major univariate drop risk,0.0,93.77,,0.0,,,0.0,0.0,,fill with 'None',,,1.0,0.0,1.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,1369.0,,1.0,1369.0,93.77,object,93.77,missing likely means feature absence,very high,absence-related,,,,,,,,,,binary,perfect match,review usefulness,highly dominated,binary 0/1 encoding or one-hot,low,safe for encoding,True,1369.0,93.77,object,no rare grouping needed,0.0,0.0,,93.77,2.0,0.0014,,,,,,,2.0,1.0,,not ordinal,,,,object,,0.0,,,,no rare grouping needed,nominal,,0.0,no rare grouping needed,0.0,1.0,1.0,0.0,no rare category,0.0,0.0,1.0,2.0,binary encoding / one-hot,binary encoding / one-hot,no major univariate drop risk,2.0,,"Grvl, Pave",Grvl,50.0,3.42,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,2.0,,,1369.0,93.77,,0.0,nominal,,1.0,1.0,0.0,2.0,,,2.0,0.0014,,handle_unknown=ignore if one-hot,,,,,,,,,,
categorical,LotShape,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,4.0,0.0027,ordinal,1.0,,4.0,perfect match,,,,keep but monitor,ordinal,0.0,0.0,1.0,moderately dominated,4.0,keep,low,ordinal,perfect match,moderately dominated,low,0.0,0.0,1.0,0.0,none,low rare impact,0.68,0.0,63.36,4.0,0.0027,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,moderately dominated,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,63.36,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,4.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,False,ready,0.0,0.0,4.0,object,,0.0,,,,rare grouping optional,ordinal,IR3,1.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,10.0,0.68,1.0,4.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Reg, IR1, IR2, IR3",IR1,484.0,33.15,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,Reg,925.0,63.36,,0.0,ordinal,,0.0,0.0,1.0,4.0,,,4.0,0.0027,"IR1, IR2, IR3, Reg",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,LandContour,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,4.0,0.0027,nominal,1.0,,4.0,perfect match,,,,review usefulness,nominal,0.0,1.0,0.0,highly dominated,4.0,keep,low,nominal,perfect match,highly dominated,low,0.0,1.0,0.0,0.0,none,no rare category,0.0,0.0,89.79,4.0,0.0027,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,highly dominated,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,no rare category,no major univariate drop risk,0.0,89.79,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,review usefulness,highly dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,no rare grouping needed,0.0,0.0,Lvl,89.79,4.0,0.0027,,,,,,,4.0,1.0,,not ordinal,,,,object,,0.0,,,,no rare grouping needed,nominal,,0.0,no rare grouping needed,0.0,0.0,1.0,0.0,no rare category,0.0,0.0,1.0,4.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"Lvl, Bnk, Low, HLS",Bnk,63.0,4.32,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,4.0,,Lvl,1311.0,89.79,,0.0,nominal,,0.0,1.0,0.0,4.0,,,4.0,0.0027,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,Utilities,,,,,,,,,,,label encoding only if model-safe,binary,0.0,nominal,0.0,1.0,0.0,binary,2.0,0.0014,nominal,0.5,,1.0,no unseen test category,,,,review/drop candidate,nominal,0.0,1.0,0.0,near-constant,2.0,review before keeping,binary,nominal,no unseen test category,near-constant,low,0.0,1.0,0.0,0.0,none,low rare impact,0.07,0.0,99.93,2.0,0.0014,,safe one-hot/binary encoder,,Binary nominal feature can be encoded as 0/1 or one-hot encoded.,low,safe; train-only categories are not an issue,,,,binary,keep but review,nominal,no unseen test category,object_dtype_columns,near-constant,review before keeping,binary 0/1 or one-hot,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,near-constant and not clearly absence-related,0.0,99.93,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,binary,no unseen test category,review/drop candidate,near-constant,binary 0/1 encoding or one-hot,low,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,1.0,0.07,AllPub,99.93,2.0,0.0014,,,,,,,2.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,NoSeWa,1.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,1.0,0.07,1.0,2.0,binary encoding / one-hot,binary encoding / one-hot,near-constant and not clearly absence-related,3.0,,"AllPub, NoSeWa",NoSeWa,1.0,0.07,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,1.0,,AllPub,1459.0,99.93,NoSeWa,1.0,nominal,,0.0,1.0,0.0,2.0,,,2.0,0.0014,,handle_unknown=ignore if one-hot,,,,,,,,,,
categorical,LotConfig,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,5.0,0.0034,nominal,1.0,,5.0,perfect match,,,,keep but monitor,nominal,0.0,1.0,0.0,moderately dominated,5.0,keep,low,nominal,perfect match,moderately dominated,low,0.0,1.0,0.0,0.0,none,low rare impact,0.27,0.0,72.05,5.0,0.0034,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,moderately dominated,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,no major univariate drop risk,0.0,72.05,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,keep but monitor,moderately dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,rare grouping optional,1.0,0.27,Inside,72.05,5.0,0.0034,,,,,,,5.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,FR3,1.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,4.0,0.27,1.0,5.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"Inside, FR2, Corner, CulDSac, FR3",Corner,263.0,18.01,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,Inside,1052.0,72.05,,0.0,nominal,,0.0,1.0,0.0,5.0,,,5.0,0.0034,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,LandSlope,,,,,,,,,,,one-hot if order is uncertain,low_cardinality,0.0,ordinal,0.0,0.0,1.0,low,3.0,0.0021,ordinal,1.0,,3.0,perfect match,,,,review usefulness,ordinal,0.0,0.0,1.0,highly dominated,3.0,keep,low,ordinal,perfect match,highly dominated,low,0.0,0.0,1.0,0.0,none,low rare impact,0.89,0.0,94.66,3.0,0.0021,,safe ordinal encoder,ordinal encoding,"Feature has meaningful order/ranking, so ordinal encoding preserves category order.",low,safe for encoding,,,,low,keep + encode,ordinal,perfect match,object_dtype_columns,highly dominated,keep,ordinal encoding,low,0.0,0.0,1.0,no missing handling needed,0.0,none,,low rare impact,no major univariate drop risk,0.0,94.66,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,3.0,True,ready,,,,,,,0.0,no special missing handling,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,False,ready,0.0,0.0,3.0,object,,0.0,,,,rare grouping optional,ordinal,Sev,1.0,rare grouping optional,0.0,0.0,0.0,1.0,low rare impact,13.0,0.89,1.0,3.0,ordinal encoding,ordinal encoding,no major univariate drop risk,0.0,,"Gtl, Mod, Sev",Mod,65.0,4.45,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,3.0,,Gtl,1382.0,94.66,,0.0,ordinal,,0.0,0.0,1.0,3.0,,,3.0,0.0021,"Gtl, Mod, Sev",OrdinalEncoder unknown_value=-1,,0.0,,,,,,,,
categorical,Neighborhood,,,,,,,,,,,frequency/count encoding,medium_cardinality,0.0,nominal,0.0,1.0,0.0,medium,25.0,0.0171,nominal,1.0,,25.0,perfect match,,,,keep,nominal,0.0,1.0,0.0,balanced,25.0,keep,medium,nominal,perfect match,balanced,medium,0.0,1.0,0.0,0.0,none,low rare impact,1.51,0.0,15.41,25.0,0.0171,,rare grouping + safe one-hot,,"Medium-cardinality nominal feature may create several columns, so rare grouping should be checked before OHE.",medium,safe for encoding,,,,medium,keep + encode,nominal,perfect match,object_dtype_columns,balanced,keep,rare grouping + one-hot encoding,medium,0.0,1.0,0.0,no missing handling needed,0.0,none,rare grouping before encoding,low rare impact,no major univariate drop risk,0.0,15.41,,1.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,medium,perfect match,keep,balanced,rare grouping + one-hot encoding,medium,safe for encoding,False,0.0,0.0,object,rare grouping optional,3.0,1.51,NAmes,15.41,25.0,0.0171,,,,,,,25.0,0.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"Veenker, NPkVill, Blueste",3.0,rare grouping optional,1.0,0.0,1.0,0.0,low rare impact,22.0,1.51,1.0,25.0,one-hot encoding after rare grouping,one-hot encoding after rare grouping,no major univariate drop risk,0.0,,"CollgCr, Veenker, Crawfor, NoRidge, Mitchel",CollgCr,150.0,10.27,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,25.0,,NAmes,225.0,15.41,,0.0,nominal,,0.0,1.0,0.0,25.0,,,25.0,0.0171,,group rare/unseen as Rare or use handle_unknown=ignore,,,,,,,,,,
categorical,Condition1,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,9.0,0.0062,nominal,1.0,,9.0,perfect match,,,,review usefulness,nominal,0.0,1.0,0.0,highly dominated,9.0,keep,low,nominal,perfect match,highly dominated,low,0.0,1.0,0.0,0.0,none,low rare impact,1.78,0.0,86.3,9.0,0.0062,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe for encoding,,,,low,keep + encode,nominal,perfect match,object_dtype_columns,highly dominated,keep,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,no major univariate drop risk,0.0,86.3,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,perfect match,review usefulness,highly dominated,one-hot encoding,low,safe for encoding,False,0.0,0.0,object,rare grouping optional,4.0,1.78,Norm,86.3,9.0,0.0062,,,,,,,9.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"RRAe, PosA, RRNn, RRNe",4.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,26.0,1.78,1.0,9.0,one-hot encoding,one-hot encoding,no major univariate drop risk,0.0,,"Norm, Feedr, PosN, Artery, RRAe",Feedr,81.0,5.55,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,9.0,,Norm,1260.0,86.3,,0.0,nominal,,0.0,1.0,0.0,9.0,,,9.0,0.0062,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
categorical,Condition2,,,,,,,,,,,frequency encoding,low_cardinality,0.0,nominal,0.0,1.0,0.0,low,8.0,0.0055,nominal,0.625,,5.0,no unseen test category,,,,review/drop candidate,nominal,0.0,1.0,0.0,near-constant,8.0,review before keeping,low,nominal,no unseen test category,near-constant,low,0.0,1.0,0.0,0.0,none,low rare impact,1.03,0.0,98.97,8.0,0.0055,,safe one-hot encoder,,"Nominal feature has low cardinality, so one-hot encoding is safe and avoids artificial order.",low,safe; train-only categories are not an issue,,,,low,keep but review,nominal,no unseen test category,object_dtype_columns,near-constant,review before keeping,one-hot encoding,low,0.0,1.0,0.0,no missing handling needed,0.0,none,encode directly,low rare impact,near-constant and not clearly absence-related,0.0,98.97,,0.0,,,0.0,0.0,,no imputation needed,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,object,0.0,no review needed,no missing,none,,,,,,,,,,low,no unseen test category,review/drop candidate,near-constant,one-hot encoding,low,safe; train-only categories are not an issue,False,0.0,0.0,object,rare grouping optional,7.0,1.03,Norm,98.97,8.0,0.0055,,,,,,,8.0,1.0,,not ordinal,,,,object,,0.0,,,,rare grouping optional,nominal,"Feedr, Artery, RRNn, PosN, PosA, RRAn, RRAe",7.0,rare grouping optional,0.0,0.0,1.0,0.0,low rare impact,15.0,1.03,1.0,8.0,one-hot encoding,one-hot encoding,near-constant and not clearly absence-related,3.0,,"Norm, Artery, RRNn, Feedr, PosN",Feedr,6.0,0.41,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,5.0,,Norm,1445.0,98.97,"RRAe, RRAn, RRNn",3.0,nominal,,0.0,1.0,0.0,8.0,,,8.0,0.0055,,OneHotEncoder handle_unknown=ignore,,,,,,,,,,
