category,mean,median,count,encoded_value,feature,global_mean,smoothing
IDOTRR__190,11.129812646731136,11.129812646731136,2,11.942724018505146,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__20,10.702488974808226,10.702488974808226,2,11.903876411966701,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__30,11.36500734200789,11.542493975902508,11,11.790173673410894,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__45,11.609392421353757,11.609392421353757,2,11.986322179834476,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__50,11.64246032471738,11.67188806073964,14,11.866904342932186,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__70,11.377820391692563,11.508213582763922,4,11.916316028350884,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__75,11.52288569676448,11.52288569676448,1,12.00015184811502,Neighborhood_MSSubClass,12.024015155682548,20
IDOTRR__90,11.60824473564232,11.60824473564232,1,12.004216564252062,Neighborhood_MSSubClass,12.024015155682548,20
MeadowV__120,11.790065221225118,11.790065221225118,2,12.002746979822781,Neighborhood_MSSubClass,12.024015155682548,20
MeadowV__160,11.513525312974844,11.433790011871434,8,11.878160914908918,Neighborhood_MSSubClass,12.024015155682548,20
MeadowV__180,11.339817960524927,11.344518647594766,7,11.846630697678721,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__120,11.989538691375063,12.00149279569185,4,12.018269078297967,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__190,12.031725210748633,12.031725210748633,1,12.024382301161884,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__20,11.865712760257214,11.792456911128632,23,11.939341781385277,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__50,12.080210476971004,11.982935344196433,3,12.031344980198435,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__60,12.166826763996976,12.166826763996976,2,12.036998029165677,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__80,11.983477206805473,12.042971193457888,5,12.015907565907133,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__85,11.915264698214749,11.95761769646754,3,12.009830313404139,Neighborhood_MSSubClass,12.024015155682548,20
Mitchel__90,11.953127994766387,11.897493086931902,8,12.003761681135074,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__120,11.952184880533599,11.952184880533599,2,12.017485130669007,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__190,11.849404844423074,11.849404844423074,1,12.015700378955907,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__20,11.853022708121646,11.84922624237511,146,11.87362420782778,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__40,11.798111925972618,11.798111925972618,1,12.013257859029695,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__45,11.68975658766343,11.68975658766343,2,11.993628013135355,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__50,11.772559083778155,11.81303746480054,15,11.916248267723523,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__60,12.05724802458978,12.045019394455585,16,12.038785319641319,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__70,11.89478753335453,11.89478753335453,1,12.017861459381214,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__75,12.367345048436391,12.367345048436391,1,12.040364198194636,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__80,12.019466680925156,11.982622797311857,19,12.021799232082794,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__85,11.863112562656632,11.820356690865111,4,11.997198056844894,Neighborhood_MSSubClass,12.024015155682548,20
NAmes__90,11.720596628404131,11.794345471549745,17,11.88460664314922,Neighborhood_MSSubClass,12.024015155682548,20
NPkVill__120,11.81022890040964,11.804599099897155,4,11.988384113137064,Neighborhood_MSSubClass,12.024015155682548,20
NPkVill__160,11.911488841670458,11.908346971208951,5,12.001509892880131,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__20,12.092974969691845,12.100717685412471,33,12.066952398367581,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__50,12.34148164933907,12.34148164933907,1,12.039132607761431,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__60,12.203201667904962,12.184591382537445,30,12.131527063015996,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__80,12.057582773088983,12.066552022802004,6,12.031761528930188,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__85,12.04355959836804,12.04355959836804,1,12.024945843429476,Neighborhood_MSSubClass,12.024015155682548,20
NWAmes__90,11.820043651364038,11.820043651364038,2,12.005472291653593,Neighborhood_MSSubClass,12.024015155682548,20
NoRidge__20,12.725476631286838,12.691109951248919,6,12.185890880822,Neighborhood_MSSubClass,12.024015155682548,20
NoRidge__50,12.742081422859233,12.742081422859233,2,12.089293907244064,Neighborhood_MSSubClass,12.024015155682548,20
NoRidge__60,12.663003494126297,12.577639650232571,33,12.421875819241864,Neighborhood_MSSubClass,12.024015155682548,20
NridgHt__120,12.355763967024528,12.252483791602629,19,12.185636371464538,Neighborhood_MSSubClass,12.024015155682548,20
NridgHt__160,12.027055682856243,12.06105265381003,3,12.024411746183464,Neighborhood_MSSubClass,12.024015155682548,20
NridgHt__20,12.719302856076293,12.69311963302951,32,12.451884509771007,Neighborhood_MSSubClass,12.024015155682548,20
NridgHt__60,12.775502676425264,12.74444728628135,23,12.42597359701005,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__190,11.700525208375447,11.711784520403112,13,11.896579721894902,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__20,11.676126273550874,11.661316931855833,10,11.90805219497199,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__30,11.495546552895341,11.582295147918185,22,11.747198268508296,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__40,11.93164237875414,11.93164237875414,1,12.01961645201929,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__45,11.459054356864335,11.459054356864335,2,11.97265508306271,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__50,11.653431768230432,11.669082701743504,31,11.798758586839105,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__60,11.81303746480054,11.81303746480054,1,12.01396859897388,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__70,11.833251057931715,11.849404844423074,21,11.926306715371146,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__75,12.09900819192414,11.87757552297847,9,12.04728885658511,Neighborhood_MSSubClass,12.024015155682548,20
OldTown__90,11.819683131461566,11.849404844423074,3,11.99736315252329,Neighborhood_MSSubClass,12.024015155682548,20
SWISU__190,12.002898316059332,11.982935344196433,3,12.021260785296912,Neighborhood_MSSubClass,12.024015155682548,20
SWISU__30,11.210371141090807,11.210371141090807,2,11.95004751799239,Neighborhood_MSSubClass,12.024015155682548,20
SWISU__50,11.839571497978483,11.838424908808216,12,11.954848784043524,Neighborhood_MSSubClass,12.024015155682548,20
SWISU__70,11.897038010807337,11.849404844423074,5,11.998619726707506,Neighborhood_MSSubClass,12.024015155682548,20
SWISU__75,11.990525606705084,12.097936057925594,3,12.01964695364201,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__120,11.8875642864069,11.907335859878122,6,11.992526493542014,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__160,11.695255355062796,11.695255355062796,1,12.008359927081607,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__20,12.012306191806323,12.095146671399466,19,12.018310788665925,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__45,11.23850177707664,11.23850177707664,1,11.986609756701315,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__50,12.665397584983758,12.665397584983758,1,12.054557176125464,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__60,12.297036114062907,12.301387370778713,23,12.170049621792973,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__80,12.524530013005734,12.524530013005734,1,12.047849196507462,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__85,11.887885095718648,11.887885095718648,2,12.01163969568583,Neighborhood_MSSubClass,12.024015155682548,20
SawyerW__90,11.812106284615481,11.870278179170796,5,11.981633381469134,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__190,11.78676973513378,11.78676973513378,1,12.012717754704036,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__20,11.799436736159732,11.798111925972618,47,11.866475070345647,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__30,11.608079422065774,11.608079422065774,2,11.986202816262841,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__50,11.774085492277388,11.81303746480054,3,11.991415634368833,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__60,11.93974922574338,11.970356641103,5,12.007161969694714,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__80,11.94843227920338,11.92504173829169,5,12.008898580386715,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__85,11.872402877454672,11.827743504053696,5,11.993692700036972,Neighborhood_MSSubClass,12.024015155682548,20
Sawyer__90,11.72458735178011,11.681170047530617,6,11.954916431705062,Neighborhood_MSSubClass,12.024015155682548,20
Somerst__120,12.307108890838006,12.20557752297723,5,12.08063390271364,Neighborhood_MSSubClass,12.024015155682548,20
Somerst__160,12.009452327826994,12.024201888472728,22,12.01638700775821,Neighborhood_MSSubClass,12.024015155682548,20
Somerst__20,12.398807016788512,12.387636584610227,32,12.254656300978525,Neighborhood_MSSubClass,12.024015155682548,20
Somerst__60,12.407173866424978,12.429220196836384,27,12.244127606534583,Neighborhood_MSSubClass,12.024015155682548,20
StoneBr__120,12.309240718102588,12.271396795480596,11,12.125224226218691,Neighborhood_MSSubClass,12.024015155682548,20
StoneBr__160,12.31355722646185,12.31355722646185,2,12.05033716211703,Neighborhood_MSSubClass,12.024015155682548,20
StoneBr__20,12.81439637176867,12.841132451487937,7,12.22892880429747,Neighborhood_MSSubClass,12.024015155682548,20
StoneBr__60,12.981540640580793,12.9917557065369,5,12.215520252662197,Neighborhood_MSSubClass,12.024015155682548,20
Timber__190,12.34126328584159,12.34126328584159,1,12.039122209499645,Neighborhood_MSSubClass,12.024015155682548,20
Timber__20,12.38373075314184,12.404516760515353,24,12.220223663387618,Neighborhood_MSSubClass,12.024015155682548,20
Timber__50,12.141539457711714,12.141539457711714,1,12.02961155101727,Neighborhood_MSSubClass,12.024015155682548,20
Timber__60,12.430699970750165,12.429220196836384,9,12.150227684496636,Neighborhood_MSSubClass,12.024015155682548,20
Timber__80,12.080943675088482,12.07254696717504,3,12.031440614735496,Neighborhood_MSSubClass,12.024015155682548,20
Veenker__120,12.53524637413166,12.506180941677355,3,12.090697488523737,Neighborhood_MSSubClass,12.024015155682548,20
Veenker__20,12.254883765989822,12.109016442313738,5,12.070188877744004,Neighborhood_MSSubClass,12.024015155682548,20
Veenker__60,12.59133844767558,12.59133844767558,1,12.051030550539359,Neighborhood_MSSubClass,12.024015155682548,20
Veenker__80,12.157243918043683,12.157243918043683,2,12.036126861351743,Neighborhood_MSSubClass,12.024015155682548,20
Blmngtn__1Story,12.169420856609413,12.160033942617156,17,12.090823180432729,Neighborhood_HouseStyle,12.024015155682548,20
Blueste__2Story,11.826543323681236,11.826543323681236,2,12.006063170955155,Neighborhood_HouseStyle,12.024015155682548,20
BrDale__2Story,11.547874175133812,11.571203807011967,16,11.812396942105332,Neighborhood_HouseStyle,12.024015155682548,20
BrkSide__1.5Fin,11.832790440271324,11.794345471549745,25,11.917779202676313,Neighborhood_HouseStyle,12.024015155682548,20
BrkSide__1.5Unf,11.68304922125712,11.682667776703934,6,11.945330709276679,Neighborhood_HouseStyle,12.024015155682548,20
BrkSide__1Story,11.36240098668505,11.370693403897514,20,11.693208071183799,Neighborhood_HouseStyle,12.024015155682548,20
BrkSide__2.5Unf,12.276069679344005,12.276069679344005,1,12.03601775204738,Neighborhood_HouseStyle,12.024015155682548,20
BrkSide__2Story,11.997089671038589,11.985347718933049,6,12.017801582303171,Neighborhood_HouseStyle,12.024015155682548,20
ClearCr__1.5Fin,12.20894953822411,12.266217319434311,6,12.066692320884446,Neighborhood_HouseStyle,12.024015155682548,20
ClearCr__1Story,12.29455443520141,12.367345048436391,11,12.12001296454408,Neighborhood_HouseStyle,12.024015155682548,20
ClearCr__2Story,12.299542940855284,12.232847898650569,8,12.102737380017615,Neighborhood_HouseStyle,12.024015155682548,20
ClearCr__SLvl,11.942400651540593,11.951186847493476,3,12.013369785577076,Neighborhood_HouseStyle,12.024015155682548,20
CollgCr__1Story,12.10537478502107,12.165255859329688,91,12.090715392347462,Neighborhood_HouseStyle,12.024015155682548,20
CollgCr__2Story,12.298861999888565,12.271396795480596,53,12.223561494626644,Neighborhood_HouseStyle,12.024015155682548,20
CollgCr__SFoyer,11.83598074512136,11.804855999911272,3,11.999488928218044,Neighborhood_HouseStyle,12.024015155682548,20
CollgCr__SLvl,11.870090165063694,11.898194668458824,3,12.003937982993131,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__1.5Fin,12.24938533232917,12.154521423145216,9,12.093957624297017,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__1.5Unf,11.477308649967686,11.477308649967686,1,11.997981512553269,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__1Story,12.235924022232453,12.310437165348777,19,12.127252808617117,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__2.5Fin,12.160033942617156,12.160033942617156,1,12.030492240774672,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__2.5Unf,12.00762780434872,12.00762780434872,1,12.023234805619031,Neighborhood_HouseStyle,12.024015155682548,20
Crawfor__2Story,12.208393813665554,12.177248274410125,20,12.116204484674052,Neighborhood_HouseStyle,12.024015155682548,20
Edwards__1.5Fin,11.644063054652776,11.665645925746457,22,11.824992626571715,Neighborhood_HouseStyle,12.024015155682548,20
Edwards__1Story,11.655216455678936,11.652696102959752,53,11.756257195405952,Neighborhood_HouseStyle,12.024015155682548,20
Edwards__2Story,11.849511168375953,11.775297421715829,12,11.958576160442576,Neighborhood_HouseStyle,12.024015155682548,20
Edwards__SFoyer,11.863579379024026,11.83138646878959,5,11.991928000350844,Neighborhood_HouseStyle,12.024015155682548,20
Edwards__SLvl,11.952412046776347,11.89473511370542,6,12.007491361319579,Neighborhood_HouseStyle,12.024015155682548,20
Gilbert__1.5Fin,12.00762780434872,12.00762780434872,1,12.023234805619031,Neighborhood_HouseStyle,12.024015155682548,20
Gilbert__1Story,12.17360154067971,12.080996832096169,11,12.077094195520251,Neighborhood_HouseStyle,12.024015155682548,20
Gilbert__2Story,12.165744736472327,12.121335933706078,60,12.130312341274882,Neighborhood_HouseStyle,12.024015155682548,20
Gilbert__SLvl,12.063850267252883,12.04355959836804,7,12.034342777200784,Neighborhood_HouseStyle,12.024015155682548,20
IDOTRR__1.5Fin,11.617591073096287,11.621295934141251,16,11.843382230088654,Neighborhood_HouseStyle,12.024015155682548,20
IDOTRR__1.5Unf,11.609392421353757,11.609392421353757,2,11.986322179834476,Neighborhood_HouseStyle,12.024015155682548,20
IDOTRR__1Story,11.268139190111006,11.418625774449598,13,11.726245835911941,Neighborhood_HouseStyle,12.024015155682548,20
IDOTRR__2.5Unf,11.52288569676448,11.52288569676448,1,12.00015184811502,Neighborhood_HouseStyle,12.024015155682548,20
IDOTRR__2Story,11.28527764252755,11.264476926102368,5,11.876267653051547,Neighborhood_HouseStyle,12.024015155682548,20
MeadowV__1Story,11.790065221225118,11.790065221225118,2,12.002746979822781,Neighborhood_HouseStyle,12.024015155682548,20
MeadowV__2Story,11.513525312974844,11.433790011871434,8,11.878160914908918,Neighborhood_HouseStyle,12.024015155682548,20
MeadowV__SFoyer,11.326683324870816,11.323367713426073,6,11.863092425495227,Neighborhood_HouseStyle,12.024015155682548,20
MeadowV__SLvl,11.418625774449598,11.418625774449598,1,11.99518708990955,Neighborhood_HouseStyle,12.024015155682548,20
Mitchel__1.5Fin,11.996169138330767,11.92677112321051,4,12.019374152790585,Neighborhood_HouseStyle,12.024015155682548,20
Mitchel__1Story,11.902808965012388,11.911286970049021,32,11.949426730654759,Neighborhood_HouseStyle,12.024015155682548,20
Mitchel__2Story,12.058629978108504,12.055255569732177,3,12.028530132520714,Neighborhood_HouseStyle,12.024015155682548,20
Mitchel__SFoyer,11.959184621160425,11.95761769646754,5,12.011049048778123,Neighborhood_HouseStyle,12.024015155682548,20
Mitchel__SLvl,11.983477206805473,12.042971193457888,5,12.015907565907133,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__1.5Fin,11.772559083778155,11.81303746480054,15,11.916248267723523,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__1.5Unf,11.68975658766343,11.68975658766343,2,11.993628013135355,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__1Story,11.838241885615378,11.84510995088398,159,11.858998675567017,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__2Story,12.044500007347398,12.035871952232148,22,12.034745316078423,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__SFoyer,11.845114255914433,11.814725135914038,6,11.982730332659138,Neighborhood_HouseStyle,12.024015155682548,20
NAmes__SLvl,12.000648440645275,11.970356641103,21,12.012046838224432,Neighborhood_HouseStyle,12.024015155682548,20
NPkVill__1Story,11.81022890040964,11.804599099897155,4,11.988384113137064,Neighborhood_HouseStyle,12.024015155682548,20
NPkVill__2Story,11.911488841670458,11.908346971208951,5,12.001509892880131,Neighborhood_HouseStyle,12.024015155682548,20
NWAmes__1.5Fin,12.34148164933907,12.34148164933907,1,12.039132607761431,Neighborhood_HouseStyle,12.024015155682548,20
NWAmes__1Story,12.077378894358828,12.075400019877522,35,12.057973898476545,Neighborhood_HouseStyle,12.024015155682548,20
NWAmes__2Story,12.203623653562051,12.180759965737863,29,12.130314062590825,Neighborhood_HouseStyle,12.024015155682548,20
NWAmes__SFoyer,12.04355959836804,12.04355959836804,1,12.024945843429476,Neighborhood_HouseStyle,12.024015155682548,20
NWAmes__SLvl,12.076637246054755,12.08954444723597,7,12.03765791985312,Neighborhood_HouseStyle,12.024015155682548,20
NoRidge__1.5Fin,12.742081422859233,12.742081422859233,2,12.089293907244064,Neighborhood_HouseStyle,12.024015155682548,20
NoRidge__1Story,12.725476631286838,12.691109951248919,6,12.185890880822,Neighborhood_HouseStyle,12.024015155682548,20
NoRidge__2Story,12.663003494126297,12.577639650232571,33,12.421875819241864,Neighborhood_HouseStyle,12.024015155682548,20
NridgHt__1Story,12.583866799370734,12.556733038263904,51,12.426162111007864,Neighborhood_HouseStyle,12.024015155682548,20
NridgHt__2Story,12.68914340793653,12.707695243683572,26,12.399957211304365,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__1.5Fin,11.672213620377775,11.694421681264394,33,11.804968916719199,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__1.5Unf,11.459054356864335,11.459054356864335,2,11.97265508306271,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__1Story,11.56348270539274,11.603688960617085,33,11.73726853569078,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__2.5Fin,12.40598733562878,12.59473402514672,3,12.073837613936405,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__2.5Unf,11.898719030093163,11.788149941005454,8,11.988216262657009,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__2Story,11.77209066373728,11.736069016316439,32,11.868984699100846,Neighborhood_HouseStyle,12.024015155682548,20
OldTown__SFoyer,11.863490183700772,11.863490183700772,2,12.009421976411478,Neighborhood_HouseStyle,12.024015155682548,20
SWISU__1.5Fin,11.839571497978483,11.838424908808216,12,11.954848784043524,Neighborhood_HouseStyle,12.024015155682548,20
SWISU__1Story,11.210371141090807,11.210371141090807,2,11.95004751799239,Neighborhood_HouseStyle,12.024015155682548,20
SWISU__2.5Fin,12.044413616408232,12.144450070887485,4,12.02741489913683,Neighborhood_HouseStyle,12.024015155682548,20
SWISU__2Story,11.89825819381386,11.849404844423074,7,11.991411498901778,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__1.5Fin,12.665397584983758,12.665397584983758,1,12.054557176125464,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__1.5Unf,11.23850177707664,11.23850177707664,1,11.986609756701315,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__1Story,11.957466310448268,11.960771744298238,28,11.985194995962551,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__2Story,12.255894566307218,12.278397958261774,25,12.15283705047403,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__SFoyer,11.905390035184647,11.898194668458824,3,12.008542313878474,Neighborhood_HouseStyle,12.024015155682548,20
SawyerW__SLvl,12.524530013005734,12.524530013005734,1,12.047849196507462,Neighborhood_HouseStyle,12.024015155682548,20
Sawyer__1.5Fin,11.820660833985526,11.81303746480054,5,11.983344291343144,Neighborhood_HouseStyle,12.024015155682548,20
Sawyer__1Story,11.78385274481084,11.794345471549745,53,11.84965066559761,Neighborhood_HouseStyle,12.024015155682548,20
Sawyer__2Story,11.93974922574338,11.970356641103,5,12.007161969694714,Neighborhood_HouseStyle,12.024015155682548,20
Sawyer__SFoyer,11.826791751442784,11.820019979560255,6,11.978502062396448,Neighborhood_HouseStyle,12.024015155682548,20
Sawyer__SLvl,11.94843227920338,11.92504173829169,5,12.008898580386715,Neighborhood_HouseStyle,12.024015155682548,20
Somerst__1Story,12.386415378146552,12.357079818283598,37,12.259257405352166,Neighborhood_HouseStyle,12.024015155682548,20
Somerst__2Story,12.228605012360575,12.235393555399902,49,12.169303604627814,Neighborhood_HouseStyle,12.024015155682548,20
StoneBr__1Story,12.505690138972732,12.496485384574925,18,12.252176989872636,Neighborhood_HouseStyle,12.024015155682548,20
StoneBr__2Story,12.790688236546808,12.799178471909892,7,12.22278225072143,Neighborhood_HouseStyle,12.024015155682548,20
Timber__1.5Fin,12.241401371776652,12.241401371776652,2,12.04377753896383,Neighborhood_HouseStyle,12.024015155682548,20
Timber__1Story,12.40774572202672,12.424810506025397,23,12.229266388843383,Neighborhood_HouseStyle,12.024015155682548,20
Timber__2Story,12.430699970750165,12.429220196836384,9,12.150227684496636,Neighborhood_HouseStyle,12.024015155682548,20
Timber__SLvl,12.018554373513759,12.050645783776865,4,12.023105025321081,Neighborhood_HouseStyle,12.024015155682548,20
Veenker__1Story,12.360019744043012,12.35165561422242,8,12.120016466642682,Neighborhood_HouseStyle,12.024015155682548,20
Veenker__2Story,12.59133844767558,12.59133844767558,1,12.051030550539359,Neighborhood_HouseStyle,12.024015155682548,20
Veenker__SLvl,12.157243918043683,12.157243918043683,2,12.036126861351743,Neighborhood_HouseStyle,12.024015155682548,20
120__5,11.790065221225118,11.790065221225118,2,12.002746979822781,MSSubClass_OverallQual,12.024015155682548,20
120__6,11.920902663647244,11.896375001620186,28,11.963866201995287,MSSubClass_OverallQual,12.024015155682548,20
120__7,12.166741813073436,12.172255380474592,26,12.104686744642613,MSSubClass_OverallQual,12.024015155682548,20
120__8,12.373478786764702,12.373707715234994,25,12.218161617394854,MSSubClass_OverallQual,12.024015155682548,20
120__9,12.648006052936232,12.672884231610734,6,12.168013055048782,MSSubClass_OverallQual,12.024015155682548,20
160__4,11.356362659080226,11.35885867192364,4,11.91273973958216,MSSubClass_OverallQual,12.024015155682548,20
160__5,11.636945379410749,11.67188806073964,8,11.913423791033463,MSSubClass_OverallQual,12.024015155682548,20
160__6,11.76614122438058,11.833333085848956,28,11.873588695756402,MSSubClass_OverallQual,12.024015155682548,20
160__7,11.988359255820606,11.951186847493476,21,12.00575237770448,MSSubClass_OverallQual,12.024015155682548,20
160__8,12.062487318922393,12.062487318922393,2,12.027512625067988,MSSubClass_OverallQual,12.024015155682548,20
180__4,11.324861833022863,11.323367713426073,6,11.86267208122262,MSSubClass_OverallQual,12.024015155682548,20
180__5,11.65702532173399,11.65702532173399,2,11.990652443505406,MSSubClass_OverallQual,12.024015155682548,20
180__6,11.87718957695163,11.87718957695163,2,12.010667375797919,MSSubClass_OverallQual,12.024015155682548,20
190__3,11.461642696843066,11.461642696843066,1,11.99723551478543,MSSubClass_OverallQual,12.024015155682548,20
190__4,11.561255374766372,11.635151947212842,7,11.904040397667243,MSSubClass_OverallQual,12.024015155682548,20
190__5,11.79396783067164,11.78676973513378,15,11.925423444963588,MSSubClass_OverallQual,12.024015155682548,20
190__6,11.839018709373313,11.838574174238385,6,11.981323668072726,MSSubClass_OverallQual,12.024015155682548,20
190__7,11.711784520403112,11.711784520403112,1,12.009147030193052,MSSubClass_OverallQual,12.024015155682548,20
20__1,10.579005242826248,10.579005242826248,1,11.955205159832248,MSSubClass_OverallQual,12.024015155682548,20
20__10,12.955778926022479,12.90634935052389,7,12.265583540585494,MSSubClass_OverallQual,12.024015155682548,20
20__2,10.471978128496518,10.471978128496518,1,11.950108630578452,MSSubClass_OverallQual,12.024015155682548,20
20__3,11.52445475610774,11.529959878985665,4,11.940755089086748,MSSubClass_OverallQual,12.024015155682548,20
20__4,11.678604247810936,11.6617850286409,43,11.788258504278115,MSSubClass_OverallQual,12.024015155682548,20
20__5,11.804586627353498,11.81303746480054,193,11.825190245036978,MSSubClass_OverallQual,12.024015155682548,20
20__6,12.031847928697083,12.013706813470414,107,12.03061442113574,MSSubClass_OverallQual,12.024015155682548,20
20__7,12.245976273882471,12.230770136157428,93,12.206691120218768,MSSubClass_OverallQual,12.024015155682548,20
20__8,12.52975354833645,12.511719405816947,64,12.409339645323614,MSSubClass_OverallQual,12.024015155682548,20
20__9,12.774147223953618,12.793862088206213,23,12.425248587548468,MSSubClass_OverallQual,12.024015155682548,20
30__1,11.0186455364637,11.0186455364637,1,11.976140411910222,MSSubClass_OverallQual,12.024015155682548,20
30__2,11.002116507732016,11.002116507732016,2,11.931115278596137,MSSubClass_OverallQual,12.024015155682548,20
30__3,11.170199659114596,11.245059091624617,7,11.802655582498264,MSSubClass_OverallQual,12.024015155682548,20
30__4,11.330260771177098,11.359198776918953,20,11.677137963429823,MSSubClass_OverallQual,12.024015155682548,20
30__5,11.543975260860407,11.561725152903833,29,11.739909911808219,MSSubClass_OverallQual,12.024015155682548,20
30__6,11.633882253527187,11.647306148507536,10,11.893970854964095,MSSubClass_OverallQual,12.024015155682548,20
40__5,11.540818402576143,11.540818402576143,2,11.98008817812742,MSSubClass_OverallQual,12.024015155682548,20
40__6,11.93164237875414,11.93164237875414,1,12.01961645201929,MSSubClass_OverallQual,12.024015155682548,20
40__7,12.468440756144114,12.468440756144114,1,12.045178279514051,MSSubClass_OverallQual,12.024015155682548,20
45__4,11.544433821905134,11.544433821905134,1,12.001177949312195,MSSubClass_OverallQual,12.024015155682548,20
45__5,11.546089467707537,11.540498805292385,6,11.913724612303698,MSSubClass_OverallQual,12.024015155682548,20
45__6,11.497288221007553,11.56647571052632,3,11.955311642464071,MSSubClass_OverallQual,12.024015155682548,20
45__7,11.817837364090684,11.817837364090684,2,12.005271720083288,MSSubClass_OverallQual,12.024015155682548,20
50__3,11.346891271204598,11.561725152903833,5,11.888590378786958,MSSubClass_OverallQual,12.024015155682548,20
50__4,11.633568045329165,11.6262630788088,19,11.833797332689874,MSSubClass_OverallQual,12.024015155682548,20
50__5,11.743450495582744,11.751950239425476,57,11.816324433271005,MSSubClass_OverallQual,12.024015155682548,20
50__6,11.835967775907825,11.816727491216437,44,11.894732582087427,MSSubClass_OverallQual,12.024015155682548,20
50__7,12.168223910262842,12.180299534331445,14,12.083395231097963,MSSubClass_OverallQual,12.024015155682548,20
50__8,12.60154910276565,12.665397584983758,5,12.139521945099169,MSSubClass_OverallQual,12.024015155682548,20
60__10,13.145819464059693,13.02132904585825,7,12.314853309706253,MSSubClass_OverallQual,12.024015155682548,20
60__5,12.045726202795752,12.047934837611216,8,12.030218312000605,MSSubClass_OverallQual,12.024015155682548,20
60__6,12.112353346491403,12.09486726529779,84,12.095365232874315,MSSubClass_OverallQual,12.024015155682548,20
